# krno	tit	no of sp	uniq sp
KR6a0123	佛說放牛經-後秦-鳩摩羅什	1249	393
KR6a0124	緣起經-唐-玄奘	681	282
KR6a0125	佛說恒水流樹經-劉宋-天竺三藏求那跋陀羅	636	256
KR6a0126	增壹阿含經-東晉-瞿曇僧伽提婆	250805	6748
KR6a0127	佛說阿羅漢具德經-宋-法賢	2674	694
KR6a0128	佛說四人出現世間經-劉宋-求那跋陀羅	1034	297
KR6a0129	須摩提女經-吳-支謙	2067	813
KR6a0130	須摩提女經-吳-支謙	4794	1298
KR6a0131	佛說三摩竭經-吳-竺律炎	2545	856
KR6a0132	佛說給孤長者女得度因緣經-宋-施護	8385	1720
KR6a0133	佛說婆羅門避死經-後漢-安世高	257	121
KR6a0134	佛說食施獲五福報經--失譯	421	218
KR6a0135	施食獲五福報經--失譯	394	243
KR6a0136	頻毘娑羅王詣佛供養經-西晉-法炬	1443	540
KR6a0137	佛說長者子六過出家經-劉宋-慧簡	643	291
KR6a0138	佛說力士移山經-西晉-竺法護	1723	813
KR6a0139	佛說四未曾有法經-西晉-竺法護	537	237
KR6a0140	舍利弗摩訶目連遊四衢經-後漢-康孟詳	861	387
KR6a0141	佛說十一想思念如來經-劉宋-求那跋陀羅	302	185
KR6a0142	佛說四泥犁經-東晉-竺曇無蘭	544	164
KR6a0143	阿那邠邸化七子經-後漢-安世高	1185	375
KR6a0144	佛說阿遬達經-劉宋-求那跋陀羅	599	298
KR6a0145	佛說玉耶女經--失譯	959	517
KR6a0146	玉耶女經--失譯	1127	559
KR6a0147	玉耶經-東晉-竺曇無蘭	1433	688
KR6a0148	佛說大愛道般泥洹經-西晉-白法祖	2342	476
KR6a0149	佛母般泥洹經-劉宋-慧簡	1474	664
KR6a0150	舍衛國王夢見十事經--失譯	1485	477
KR6a0151	佛說舍衛國王十夢經--失譯	873	425
KR6a0152	國王不梨先泥十夢經-東晉-竺曇無蘭	1387	498
KR6a0153	佛說阿難同學經-後漢-安世高	986	400
KR6a0154	七處三觀經-後漢-安世高	7715	1062
KR6a0155	九橫經-後漢-安世高	393	214
KR6a0156	佛說阿含正行經-後漢-安世高	1079	491
KR6a0157	四阿鋡暮抄解-符秦-婆素跋陀	17140	2218
KR6a0158	三法度論-東晉-尊者山賢	15294	2093
KR6a0159	分別功德論--失譯	23602	3902
KR6a0160	阿含口解十二因緣經-後漢-安玄	2411	668
KR6a0161	人本欲生經註-東晉-道安	8579	1103
KR6a0162	陰持入經註-吳-陳慧	15104	1915
KR6b0001	六度集經-吳-康僧會	52791	5497
KR6b0002	菩薩本緣經-吳-支謙	17096	3039
KR6b0003	生經-西晉-竺法護	35462	4420
KR6b0004	菩薩本行經--失譯	15122	2598
KR6b0005	大方便佛報恩經--失譯	39834	4458
KR6b0006	悲華經-北涼-曇無讖	55407	3732
KR6b0007	大乘悲分陀利經--失譯	51934	3640
KR6b0008	大乘本生心地觀經-唐-般若	34339	3901
KR6b0009	大乘本生心地觀經淺註懸示-清-來舟	6499	1873
KR6b0010	大乘本生心地觀經淺註科文--	10685	1413
KR6b0011	大乘本生心地觀經淺註-清-來舟	219710	8956
KR6b0012	菩薩本生鬘論-宋-紹德慧詢	53254	4161
KR6b0013	長壽王經--失譯	2178	859
KR6b0014	金色王經-東魏-瞿曇般若流支	2505	844
KR6b0015	妙色王因緣經-唐-義淨	978	528
KR6b0016	師子素馱娑王斷肉經-唐-智嚴	1021	579
KR6b0017	頂生王因緣經-宋-施護	14311	1586
KR6b0018	月光菩薩經-宋-法賢	1635	813
KR6b0019	太子慕魄經-後漢-安世高	1847	931
KR6b0020	太子墓魄經-西晉-竺法護	934	493
KR6b0021	月明菩薩經-吳-支謙	868	434
KR6b0022	德光太子經-西晉-竺法護	6085	1538
KR6b0023	太子須大拏經-西秦-聖堅	5545	1491
KR6b0024	菩薩投身飴餓虎起塔因緣經-北涼-法盛	3668	1360
KR6b0025	福力太子因緣經-宋-施護	7915	1740
KR6b0026	菩薩睒子經--失譯	2110	887
KR6b0027	睒子經-西晉-聖堅	1856	800
KR6b0028	佛說睒子經-西秦-聖堅	1866	805
KR6b0029	佛說睒子經-姚秦-聖堅	1868	804
KR6b0030	師子月佛本生經--失譯	2143	900
KR6b0031	大意經-劉宋-求那跋陀羅	1578	623
KR6b0032	前世三轉經-西晉-法炬	1979	784
KR6b0033	銀色女經-元魏-佛陀扇多	1940	670
KR6b0034	過去世佛分衛經-西晉-竺法護	465	276
KR6b0035	九色鹿經-吳-支謙	756	365
KR6b0036	佛說九色鹿經-吳-支謙	687	353
KR6b0037	鹿母經-西晉-竺法護	971	538
KR6b0038	佛說鹿母經-西晉-竺法護	2456	986
KR6b0039	一切智光明仙人慈心因緣不食肉經--失譯	1275	658
KR6b0040	修行本起經-後漢-竺大力	10983	2764
KR6b0041	太子瑞應本起經-吳-支謙	10549	2690
KR6b0042	普曜經-西晉-竺法護	48244	4795
KR6b0043	方廣大莊嚴經-唐-地婆訶羅	65857	5597
KR6b0044	異出菩薩本起經-西晉-聶道真	3423	1098
KR6b0045	過去現在因果經-劉宋-求那跋陀羅	30698	3925
KR6b0046	因果本起經-宋-求那跋陀羅	2497	984
KR6b0047	佛本行集經-隋-闍那崛多	260833	8008
KR6b0048	眾許摩訶帝經-宋-法賢	44084	4653
KR6b0049	佛所行讚-北涼-馬鳴菩薩	35531	4396
KR6b0050	佛本行經-宋-釋寶雲	44012	4794
KR6b0051	僧伽羅剎所集經-符秦-僧伽跋澄	27436	3178
KR6b0052	佛說十二遊經-東晉-迦留陀伽	1694	763
KR6b0053	中本起經-後漢-曇果	16341	3086
KR6b0054	佛說興起行經-後漢-康孟詳	10096	1981
KR6b0055	佛說義足經-吳-支謙	14538	2169
KR6b0056	佛五百弟子自說本起經-西晉-竺法護	7879	1849
KR6b0057	撰集百緣經-吳-支謙	46807	3767
KR6b0058	大莊嚴論經-後秦-馬鳴菩薩	70355	5589
KR6b0059	賢愚經-元魏-慧覺	96453	6230
KR6b0060	雜寶藏經-元魏-吉迦夜	48105	4816
KR6b0061	雜譬喻經-後漢-支婁迦讖	3028	1324
KR6b0062	雜譬喻經--失譯	8386	2267
KR6b0063	舊雜譬喻經-吳-康僧會	12463	2666
KR6b0064	雜譬喻經--道略	9338	2332
KR6b0065	眾經撰雜譬喻-姚秦-道略	11491	2641
KR6b0066	百喻經-蕭齊-僧伽斯那	13217	2641
KR6b0067	法句經-吳-法救	12111	2413
KR6b0068	法句譬喻經-西晉-法炬	31977	4417
KR6b0069	出曜經-姚秦-竺佛念	161353	6989
KR6b0070	法集要頌經-宋-法救	14671	2537
KR6b0071	猘狗經-吳-支謙	553	288
KR6b0072	群牛譬經-西晉-法炬	441	179
KR6b0073	大魚事經-東晉-竺曇無蘭	465	220
KR6b0074	譬喻經-唐-義淨	359	227
KR6b0075	灌頂王喻經-宋-施護	288	157
KR6b0076	醫喻經-宋-施護	355	190
KR6c0001	大般若波羅蜜多經-唐-玄奘	2454135	7122
KR6c0002	放光般若經-西晉-無羅叉	129271	4333
KR6c0003	光讚經-西晉-竺法護	61759	3219
KR6c0004	摩訶般若波羅蜜經-後秦-鳩摩羅什	155461	4223
KR6c0005	大智度論-後秦-龍樹菩薩	590117	8348
KR6c0006	大智度論疏-南北朝-慧影抄	115549	5473
KR6c0007	大品經遊意-隋-吉藏	5382	1348
KR6c0008	大慧度經宗要-新羅-元曉	5128	1335
KR6c0009	大品經義疏-胡-吉藏	148359	5460
KR6c0010	道行般若經-後漢-支婁迦讖	50125	3190
KR6c0011	大明度經-吳-支謙	32196	3272
KR6c0012	摩訶般若鈔經-前秦-曇摩蜱	26488	2152
KR6c0013	小品般若波羅蜜經-後秦-鳩摩羅什	39849	3085
KR6c0014	佛說佛母出生三法藏般若波羅蜜多經-宋-施護	67136	3282
KR6c0015	佛說佛母寶德藏般若波羅蜜經-宋-法賢	5757	1436
KR6c0016	聖佛母般若波羅蜜多九頌精義論-宋-勝德赤衣菩薩	2127	646
KR6c0017	佛母般若波羅蜜多圓集要義釋論-宋-三寶尊菩薩	10370	1167
KR6c0018	佛母般若波羅蜜多圓集要義論-宋-大域龍菩薩	843	344
KR6c0019	勝天王般若波羅蜜經-陳-月婆首那	33012	3671
KR6c0020	文殊師利所說摩訶般若波羅蜜經-梁-曼陀羅仙	5043	1105
KR6c0021	文殊師利所說般若波羅蜜經-梁-僧伽婆羅	5608	1181
KR6c0022	佛說濡首菩薩無上清淨分衛經-宋-翔公	9293	1794
KR6c0023	金剛般若波羅蜜經-姚秦-鳩摩羅什	2776	719
KR6c0024	金剛般若波羅蜜經-元魏-菩提流支	3325	775
KR6c0025	金剛般若波羅蜜經-元魏-菩提流支	3647	771
KR6c0026	金剛般若波羅蜜經-陳-真諦	3798	868
KR6c0027	金剛能斷般若波羅蜜經-隋-笈多	5074	574
KR6c0028	佛說能斷金剛般若波羅蜜多經-唐-義淨	3314	796
KR6c0029	能斷金剛般若波羅蜜多經-唐-玄奘	4942	785
KR6c0030	金剛般若論-隋-無著菩薩	8598	1275
KR6c0031	金剛般若波羅蜜經論-隋-無著菩薩	11804	1487
KR6c0032	金剛般若波羅蜜經論-元魏-天親菩薩	12454	1413
KR6c0033	金剛仙論-元魏-世親菩薩	74176	3877
KR6c0034	能斷金剛般若波羅蜜多經論釋-唐-無著菩薩	8900	1598
KR6c0035	能斷金剛般若波羅蜜多經論頌-唐-無著菩薩	1218	513
KR6c0036	金剛般若波羅蜜經破取著不壞假名論-唐-功德施菩薩	9550	1819
KR6c0037	金剛般若經疏-隋-智顗	8728	2030
KR6c0038	金剛般若疏-隋-吉藏	41191	4094
KR6c0039	金剛般若經贊述-唐-窺基	29156	3317
KR6c0040	金剛經疏論纂要（選錄「釋金剛經纂要疏科」）-宋-子璿	4819	742
KR6c0041	金剛般若經疏論纂要-唐-宗密	14171	2522
KR6c0042	金剛經纂要刊定記-宋-子璿	61980	5501
KR6c0043	金剛般若波羅蜜經註解-明-宗泐	8937	1858
KR6c0044	金剛般若波羅蜜經略疏-唐-智儼	11341	1770
KR6c0045	金剛經註-東晉-僧肇	7402	1767
KR6c0046	金剛經註疏-唐-慧淨	15111	2471
KR6c0047	金剛經解義-唐-慧能	12584	2469
KR6c0048	金剛經口訣-唐-慧能	904	488
KR6c0049	金剛經註-宋-道川	21833	3728
KR6c0050	金剛經會解-宋-善月	29345	3172
KR6c0051	金剛經采微科-宋-曇應	1629	351
KR6c0052	金剛經采微-宋-曇應	23762	3276
KR6c0053	金剛經采微餘釋-宋-曇應	2639	1037
KR6c0054	金剛疏科釋-元-徐行善	10446	2266
KR6c0055	銷釋金剛經科儀會要註解-宋-宗鏡	95123	8193
KR6c0056	金剛經註解-明-洪蓮	52977	6111
KR6c0057	金剛經補註-明-韓巖	23695	4182
KR6c0058	金剛經註解鐵鋑錎-明-屠根	25088	3627
KR6c0059	金剛經宗通-明-曾鳳儀	36751	4613
KR6c0060	金剛經偈釋-明-曾鳳儀	10078	1889
KR6c0061	金剛經釋-明-真可	1636	620
KR6c0062	金剛經決疑-明-德清	11314	2020
KR6c0063	金剛經鎞-明-廣伸	25510	3595
KR6c0064	金剛經統論-明-林兆恩	12409	1878
KR6c0065	金剛經正眼-明-大韻	1661	744
KR6c0066	金剛經筆記-明-如觀	13337	2600
KR6c0067	金剛經破空論-明-智旭	12799	2244
KR6c0068	金剛經觀心釋-明-智旭	1058	532
KR6c0069	金剛經略談-明-觀衡	2625	723
KR6c0070	金剛經略疏-明-元賢	9958	2080
KR6c0071	金剛經音釋直解-明-圓杲	10854	2344
KR6c0072	金剛經大意-清-王起隆	3549	1482
KR6c0073	金剛經如是解-清-無是道人	17958	3687
KR6c0074	金剛經會解了義-清-徐昌治	13640	2846
KR6c0075	金剛新眼疏經偈合釋-清-通理	52038	5056
KR6c0076	金剛經郢說-清-徐發	22616	3698
KR6c0077	金剛經註正訛-清-仲之屏	24352	3862
KR6c0078	金剛經淺解-清-翁春	12460	2667
KR6c0079	金剛經疏記科會-唐-宗密	89931	5777
KR6c0080	金剛經疏記會編-清-行策	6821	1385
KR6c0081	金剛經部旨-清-靈耀	15673	2375
KR6c0082	金剛經註釋-清-溥仁	21704	3283
KR6c0083	金剛經演古-清-寂燄	16236	3056
KR6c0084	金剛經直說-清-迹刪鷲	12071	2391
KR6c0085	金剛經石注-清-石成金	20993	3778
KR6c0086	金剛經正解-清-龔穊綵	17364	3117
KR6c0087	金剛經法眼懸判疏鈔-清-性起	26474	3650
KR6c0088	金剛經法眼註疏-清-性起	21364	3029
KR6c0089	金剛經如是經義-清-行敏	18699	3901
KR6c0090	金剛經註講-清-行敏	20967	3347
KR6c0091	金剛經注解-清-孚佑帝君	13095	2463
KR6c0092	金剛經彙纂-清-孫念劬	49570	4800
KR6c0093	金剛經心印疏-清-溥畹	38987	4736
KR6c0094	金剛經注-清-俞樾	6596	1494
KR6c0095	金剛經訂義-清-俞樾	1894	638
KR6c0096	金剛經闡說-清-存吾	7591	2423
KR6c0097	金剛經解義-清-徐槐廷	23116	3484
KR6c0098	金剛經易解-清-謝承謨	19221	3310
KR6c0099	金剛般若經疏論纂要刊定記會編-唐-宗密	84129	5875
KR6c0100	金剛般若波羅蜜經（御注並序）-唐-玄宗李隆基	6131	1431
KR6c0102	金剛般若論會釋-唐-窺基	62184	4016
KR6c0103	略明般若末後一頌讚述-唐-義淨	1065	544
KR6c0104	梁朝傅大士頌金剛經--	5065	1435
KR6c0105	御注金剛般若波羅蜜經宣演-唐-道氤	43981	4042
KR6c0106	金剛暎卷上-唐-寶達	15459	3208
KR6c0107	金剛般若經旨贊-唐-曇曠	41728	3640
KR6c0108	金剛般若經依天親菩薩論贊略釋秦本義記卷上-唐-知恩	9696	1806
KR6c0109	金剛經疏--	8873	1794
KR6c0110	金剛經疏--	3423	921
KR6c0111	金剛般若經挾註--	5945	1301
KR6c0112	金剛般若義記--	3310	1083
KR6c0113	金剛般若經疏--	14100	2697
KR6c0114	金剛般若波羅蜜經傳外傳卷下--	2507	972
KR6c0115	持誦金剛經靈驗功德記--	3275	1430
KR6c0116	金剛經科儀-清-建基	11750	3009
KR6c0117	實相般若波羅蜜經-唐-菩提流志	1733	535
KR6c0118	金剛頂瑜伽理趣般若經-唐-金剛智	2399	664
KR6c0119	佛說遍照般若波羅蜜經-宋-施護	1787	533
KR6c0120	大樂金剛不空真實三麼耶經-唐-不空	1812	528
KR6c0125	佛說最上根本大樂金剛不空三昧大教王經-宋-法賢	29326	2217
KR6c0126	大般若波羅蜜多經般若理趣分述讚-唐-窺基	38187	3910
KR6c0127	摩訶般若波羅蜜大明呪經-姚秦-鳩摩羅什	226	135
KR6c0128	般若波羅蜜多心經-唐-玄奘	770	480
KR6c0129	普遍智藏般若波羅蜜多心經-唐-法月	433	270
KR6c0130	般若波羅蜜多心經-唐-般若	339	214
KR6c0131	般若波羅蜜多心經-唐-智慧輪	354	216
KR6c0132	般若波羅蜜多心經-唐-法成	355	216
KR6c0133	唐梵翻對字音般若波羅蜜多心經--	1603	543
KR6c0134	梵本般若波羅蜜多心經-唐-不空	819	255
KR6c0135	梵本般若波羅蜜多心經-宋-慈賢	771	250
KR6c0136	佛說聖佛母般若波羅蜜多經-宋-施護	408	249
KR6c0137	般若波羅蜜多心經幽贊-唐-窺基	20443	2956
KR6c0138	般若波羅蜜多心經贊-唐-圓測	9536	1722
KR6c0139	般若波羅蜜多心經略疏-唐-法藏	3275	1012
KR6c0140	般若心經略疏連珠記-宋-師會	14819	2503
KR6c0141	般若波羅蜜多心經註解-明-宗泐	2020	867
KR6c0142	般若心經疏-唐-慧淨	6294	1490
KR6c0143	般若心經疏-唐-靖邁	5014	1390
KR6c0144	般若心經幽贊添改科-宋-守千	21064	1164
KR6c0145	般若心經幽贊崆峒記-宋-守千	47196	3915
KR6c0146	般若心經註-中天竺-提婆	2325	914
KR6c0147	般若心經略疏-唐-明曠	1537	533
KR6c0148	般若心經疏-宋-智圓	3335	1002
KR6c0149	般若心經疏詒謀鈔-宋-智圓	6055	1720
KR6c0150	般若心經略疏顯正記-唐-法藏	14995	2111
KR6c0151	般若心經略疏小鈔-明-錢謙益	32820	3812
KR6c0152	般若心經三注-宋-道楷	3863	1167
KR6c0153	般若心經注-宋-道隆	1632	795
KR6c0154	般若心經解義節要-明-宋濂	5142	1570
KR6c0155	般若心經注解-明-真可	1419	732
KR6c0156	般若心經直談-明-真可	589	343
KR6c0157	般若心經要論-明-真可	1783	861
KR6c0158	般若心經說-明-真可	649	394
KR6c0159	般若心經釋義-明-謝觀光	2977	1219
KR6c0160	般若心經釋疑-明-謝觀光	8643	2678
KR6c0161	般若心經直說-明-德清	2398	980
KR6c0162	般若心經提綱-明-李贄	491	279
KR6c0163	般若心經釋略-明-林兆恩	3703	1191
KR6c0164	般若心經概論-明-林兆恩	4892	1148
KR6c0165	般若心經說-明-洪恩	367	251
KR6c0166	般若心經註解-明-諸萬里	2742	968
KR6c0167	般若心經斲輪解-明-通容	6143	1696
KR6c0168	般若心經正眼-明-大文	1474	716
KR6c0169	般若心經開度-明-弘麗	4876	1317
KR6c0170	般若心經發隱-明-正相	4030	1312
KR6c0171	般若心經際決-明-大慧	2925	1260
KR6c0172	般若心經添足-明-弘贊	7452	1751
KR6c0173	般若心經貫義-明-弘贊	2017	871
KR6c0174	般若心經釋要-明-智旭	1337	553
KR6c0175	般若心經小談-明-觀衡	749	318
KR6c0176	般若心經一貫疏-明-益證	5929	1905
KR6c0177	般若心經指掌-明-元賢	1945	850
KR6c0178	般若心經事觀解-清-續法	7708	1914
KR6c0179	般若心經理性解-清-續法	2781	957
KR6c0180	般若心經大意-清-王起隆	2815	1194
KR6c0181	般若心經解-清-徐昌治	3092	1191
KR6c0182	般若心經請益說-清-道霈	2734	1022
KR6c0183	般若心經註疏-清-仲之屏	2274	941
KR6c0184	般若心經論-清-圅昰	373	202
KR6c0185	般若心經彙纂-清-孫念劬	10782	2229
KR6c0186	般若心經如是經義-清-行敏	2364	820
KR6c0187	般若心經註講-清-行敏	2209	780
KR6c0188	般若心經句解易知-清-王澤泩	4142	1363
KR6c0189	般若心經解義-清-徐槐廷	3655	1226
KR6c0190	般若心經註解-清-敬止	1420	572
KR6c0191	般若心經易解-清-謝承謨	1599	728
KR6c0192	般若心經註解-唐-大顛祖師	1423	766
KR6c0193	般若心經註解-明-何道全	12997	2896
KR6c0194	般若心經註解--	20605	3533
KR6c0195	般若心經註解-清-孚佑帝君	2940	1346
KR6c0197	般若波羅蜜多心經還源述--	1651	614
KR6c0198	挾註波羅蜜多心經--	611	325
KR6c0202	佛說仁王般若波羅蜜經-姚秦-鳩摩羅什	7937	1672
KR6c0203	仁王護國般若波羅蜜多經-唐-不空	9281	2316
KR6c0204	仁王護國般若經疏-隋-智顗	32771	3873
KR6c0205	仁王護國般若波羅蜜經疏神寶記-宋-善月	30095	3874
KR6c0206	仁王般若經疏-隋-吉藏	45469	3898
KR6c0207	仁王經疏-唐-圓測	66881	4641
KR6c0208	仁王護國般若波羅蜜多經疏-唐-良賁	94401	5699
KR6c0209	仁王經合疏-隋-智顗	43828	4411
KR6c0210	仁王經疏會本-隋-智顗	477	357
KR6c0211	仁王經科疏科文-明-真貴	6430	1255
KR6c0212	仁王經科疏懸談-明-真貴	13426	2669
KR6c0213	仁王經科疏-明-真貴	83679	6826
KR6c0214	仁王經疏法衡鈔-唐-遇榮	97780	6855
KR6c0215	仁王經疏-宋-淨源	45005	4601
KR6c0216	仁王般若實相論卷第二--	6084	1437
KR6c0217	仁王經疏--	1396	609
KR6c0219	聖八千頌般若波羅蜜多一百八名真實圓義陀羅尼經-宋-施護	700	403
KR6c0220	佛說了義般若波羅蜜多經-宋-施護	638	279
KR6c0221	佛說五十頌聖般若波羅蜜經-宋-施護	409	249
KR6c0222	佛說帝釋般若波羅蜜多心經-宋-施護	1140	303
KR6c0223	佛說聖佛母小字般若波羅蜜多經-宋-天息災	871	435
KR6c0224	佛說觀想佛母般若波羅蜜多菩薩經-宋-天息災	588	259
KR6c0225	佛說開覺自性般若波羅蜜多經-宋-惟淨	7614	587
KR6c0226	大乘理趣六波羅蜜多經-唐-般若	46928	4992
KR6c0227	大般若經關法-宋-大隱	33417	2430
KR6c0228	大般若經綱要-清-葛䵻	113180	5745
KR6c0229	大般若關--	924	297
KR6d0001	妙法蓮華經-姚秦-鳩摩羅什	46592	4676
KR6d0002	正法華經-西晉-竺法護	61178	4979
KR6d0003	添品妙法蓮華經-隋-闍那崛多	47484	4558
KR6d0004	薩曇分陀利經--失譯	1068	487
KR6d0005	法華經義記-梁-法雲	111780	5116
KR6d0006	妙法蓮華經玄義-隋-智顗	135627	6291
KR6d0007	法華玄義釋籤-唐-湛然	157455	6726
KR6d0008	妙法蓮華經玄義釋籤-唐-	303956	8200
KR6d0009	法華經玄籤備撿-宋-有嚴	43350	5668
KR6d0010	法華經玄義節要-明-智旭	35809	3708
KR6d0011	法華經玄義輯略-明-傳燈	10377	2077
KR6d0012	法華經釋籤緣起序指明-清-靈耀	3651	1165
KR6d0013	法華經玄籤證釋-清-智銓	78445	6124
KR6d0014	妙法蓮華經文句-隋-智顗	153224	7431
KR6d0015	法華文句記-唐-湛然	223487	7750
KR6d0016	法華經文句輔正記-唐-道暹	159050	7841
KR6d0017	法華經疏義纘-唐-智度	117630	7083
KR6d0018	妙經文句私志諸品要義-唐-智雲	27606	2929
KR6d0019	妙經文句私志記-唐-智雲	362466	8612
KR6d0020	法華經文句記箋難-宋-有嚴	79854	6915
KR6d0021	法華經文句格言-宋-善月	41199	4376
KR6d0022	法華經文句纂要-清-道霈	156992	7898
KR6d0023	法華玄論-隋-吉藏	93382	4892
KR6d0024	法華義疏-隋-吉藏	196470	7134
KR6d0025	法華遊意-隋-吉藏	17318	2557
KR6d0026	妙法蓮華經玄贊-唐-窺基	202901	8338
KR6d0027	法華玄贊義決-唐-慧沼	16585	2561
KR6d0028	法華經玄贊攝釋-唐-智周	106674	7001
KR6d0029	法華經玄贊決擇記-唐-崇俊	44571	5231
KR6d0030	法華經玄贊要集-唐-栖復	738360	11520
KR6d0031	法華經玄贊釋--	28341	4196
KR6d0032	法華宗要-新羅-元曉	5110	1283
KR6d0046	觀音玄義-隋-智顗	15924	2519
KR6d0047	觀音玄義記-宋-知禮	32734	3540
KR6d0048	觀音義疏-隋-智顗	15736	3043
KR6d0049	觀音義疏記-宋-知禮	27625	3618
KR6d0050	觀音經玄義記會本科--	8058	828
KR6d0051	觀音經玄義記條箇--	4147	1039
KR6d0052	觀音經玄義記會本-隋-智顗	48715	4115
KR6d0053	觀音經義疏記會本科--	7715	902
KR6d0054	觀音經義疏記條箇--	3089	822
KR6d0055	觀音經義疏記會本-隋-智顗	43510	4521
KR6d0056	觀音經普門品重頌-宋-遵式	2675	951
KR6d0057	觀音經普門品膚說-清-靈耀	7138	1808
KR6d0058	法華經疏-宋-竺道生	16728	3214
KR6d0059	法華統略-胡-吉藏	95853	5004
KR6d0060	法華經大意-唐-湛然	17228	2471
KR6d0061	法華三大部科文-唐-湛然	164141	3766
KR6d0062	法華經三大部讀教記-宋-法照	110694	6205
KR6d0063	法華經三大部補注-宋-從義	267612	12139
KR6d0064	大部妙玄格言-宋-善月	15809	2622
KR6d0065	法華經入疏-宋-道威	226679	8170
KR6d0066	法華經要解科--	9042	945
KR6d0067	法華經要解-宋-戒環	68409	6298
KR6d0068	妙法蓮華經要解（選錄「要解」本文）-宋-戒環	95071	6923
KR6d0069	法華經合論-宋-慧洪	60405	6502
KR6d0070	法華經句解-宋-聞達	134439	7199
KR6d0071	法華經科註-宋-守倫	196012	9042
KR6d0072	法華經科註-元-徐行善	138809	7372
KR6d0073	法華經科註-明-一如	147060	7951
KR6d0074	法華經知音-明-如愚	140482	8132
KR6d0075	法華經大意-明-無相	35915	4756
KR6d0076	法華經擊節-明-德清	7641	2037
KR6d0077	法華經通義-明-德清	71742	5793
KR6d0078	法華經精解評林-明-焦竑	44328	4964
KR6d0079	法華經意語-明-圓澄	19026	3645
KR6d0080	法華經大窾-明-通潤	140226	8533
KR6d0081	法華經綸貫-明-智旭	6925	1733
KR6d0082	法華經會義-明-智旭	200295	7736
KR6d0083	法華經卓解-清-徐昌治	62094	5511
KR6d0084	法華經大成科-清-際慶	16560	1569
KR6d0085	法華經大成-清-大義	191154	9609
KR6d0086	法華經大成音義-清-淨昇	21343	5202
KR6d0087	法華經授手〔卷首〕-清-智祥	12394	3438
KR6d0088	法華經授手科-清-智祥	11040	1068
KR6d0089	法華經授手-清-智祥	200951	8640
KR6d0090	法華經演義科-清-廣和	15834	1578
KR6d0091	法華經演義-清-一松	223631	7134
KR6d0092	法華經科拾懸談卷首-清-佛閑	10667	2616
KR6d0093	法華經科拾科-清-佛閑	8683	1069
KR6d0094	法華經科拾-清-佛閑	88806	6571
KR6d0095	法華經指掌疏科文-清-通理	17576	2086
KR6d0096	法華經指掌疏懸示-清-通理	16459	3364
KR6d0097	法華經指掌疏-清-通理	207780	9116
KR6d0098	法華經指掌疏事義-清-通理	19465	5029
KR6d0099	法華經為為章-唐-窺基	2363	711
KR6d0100	法華義記卷第三--	10087	2077
KR6d0101	法華經疏--	9778	1857
KR6d0102	法華經疏--	5026	1399
KR6d0103	法華經疏--	4495	1130
KR6d0104	法華問答--	6412	1614
KR6d0105	佛說阿惟越致遮經-西晉-竺法護	22475	2770
KR6d0106	不退轉法輪經--失譯	20742	2528
KR6d0107	佛說廣博嚴淨不退轉輪經-宋-智嚴	22609	2488
KR6d0108	佛說法華三昧經-宋-智嚴	3723	1124
KR6d0109	大法鼓經-劉宋-求那跋陀羅	8918	1895
KR6d0110	佛說菩薩行方便境界神通變化經-劉宋-求那跋陀羅	13803	2182
KR6d0111	大薩遮尼乾子所說經-元魏-菩提留支	41285	3719
KR6d0112	金剛三昧經--失譯	7433	1459
KR6d0113	金剛三昧經論-新羅-元曉	46680	3380
KR6d0114	金剛三昧經注解-明-圓澄	31088	3649
KR6d0115	金剛三昧經通宗記-清-𧧌震	66334	5904
KR6d0116	佛說濟諸方等學經-西晉-竺法護	4541	1392
KR6d0117	大乘方廣總持經-隋-毘尼多流支	3777	1106
KR6d0118	無量義經-蕭齊-曇摩伽陀耶舍	5464	1725
KR6d0120	佛說觀普賢菩薩行法經-劉宋-曇無蜜多	4470	1246
KR6d0122	普賢觀經義疏科--	4282	531
KR6d0123	普賢觀經義疏-宋-本如	21904	3514
KR6d0124	大王觀世音經--	148	109
KR6d0125	高王觀音經註釋-清-周上智	3204	1313
KR6d0126	妙法蓮華經憂波提舍-後魏-大乘論師婆藪槃豆	7975	1405
KR6d0127	妙法蓮華經論優波提舍-元魏-婆藪般豆菩薩	7178	1317
KR6d0128	法華論疏-隋-吉藏	37529	2947
KR6d0129	法華經論述記--	13084	2097
KR6d0130	摩訶止觀-隋-智顗	143675	7227
KR6d0131	止觀輔行傳弘決-唐-湛然	318511	10122
KR6d0132	止觀義例-唐-湛然	13769	2153
KR6d0133	止觀大意-唐-湛然	3233	1165
KR6d0134	刪定止觀-唐-梁肅	45918	4477
KR6d0135	止觀科節--	4551	1405
KR6d0136	止觀記中異義-唐-道邃	1407	577
KR6d0137	止觀輔行搜要記-唐-湛然	123029	6729
KR6d0138	止觀輔行助覽-宋-有嚴	44489	5948
KR6d0139	摩訶止觀義例纂要-宋-從義	116046	5785
KR6d0140	摩訶止觀義例科-宋-從義	13721	2155
KR6d0141	摩訶止觀義例隨釋-宋-處元	83340	4985
KR6d0142	摩訶止觀貫義科-清-受登	39515	1766
KR6d0143	修習止觀坐禪法要-隋-智顗	13070	2888
KR6d0144	釋禪波羅蜜次第法門-隋-智顗	75211	4942
KR6d0145	六妙法門-隋-智顗	6787	1375
