# krno	tit	no of sp	uniq sp
KR4d0051	錢塘集-宋-韋驤	112498	9334
KR4d0052	淨德集-宋-呂陶	129967	11635
KR4d0053	安岳集-宋-馮山	22945	5051
KR4d0054	元豐類藁-宋-曾鞏	202259	13356
KR4d0055	龍學文集-宋-祖無擇	39865	7733
KR4d0056	宛陵集-宋-梅堯臣	198633	12239
KR4d0057	忠肅集-宋-劉摯	108147	11266
KR4d0058	無爲集-宋-楊傑	43441	8004
KR4d0059	王魏公集-宋-王安禮	34979	6002
KR4d0060	范太史集-宋-范祖禹	206857	12799
KR4d0061	潞公文集-宋-文彥博	98462	10340
KR4d0062	擊壤集-宋-邵雍	63619	7497
KR4d0064	曲阜集-宋-曾肇	40159	7088
KR4d0065	周元公集-宋-周敦頤	34869	6246
KR4d0067	節孝集-宋-徐積	85170	9863
KR4d0069	歐陽文粹-宋-歐陽修	690032	17799
KR4d0070	樂全集-宋-張方平	256204	14535
KR4d0071	范忠宣集-宋-范純仁	138629	11653
KR4d0072	嘉祐集-宋-蘇洵	59882	8046
KR4d0073	臨川文集-宋-王安石	342255	15180
KR4d0074	王荊公詩注-宋-李壁	239738	15820
KR4d0075	廣陵集-宋-王令	79789	9391
KR4d0076	東坡全集-宋-蘇軾	721482	18934
KR4d0077	東坡詩集註-宋-蘇軾	400422	16833
KR4d0078	增刊校正王狀元集註分類東坡先生詩-宋-	441407	16751
KR4d0079	經進東坡文集事略-宋-	279313	14815
KR4d0080	施註蘇詩-宋-蘇軾	461552	18075
KR4d0081	蘇詩補註-宋-蘇軾	500653	17955
KR4d0082	欒城集-宋-蘇轍	371848	16362
KR4d0083	欒城應詔集-宋-	37353	5349
KR4d0085	山谷內集詩注-宋-黃庭堅	169731	13567
KR4d0086	山谷外集詩注-宋-史容	154763	12636
KR4d0087	後山集-宋-陳師道	96822	10641
KR4d0088	后山詩注-宋-陳師道	92476	9818
KR4d0089	柯山集-宋-張耒	179138	13293
KR4d0090	張右史文集-宋-	188997	12640
KR4d0091	淮海集-宋-秦觀	121671	12739
KR4d0092	濟南集-宋-李廌	55778	9209
KR4d0093	參寥子詩集-宋-釋道潛	35039	5695
KR4d0094	寶晉英光集-宋-米芾	21272	5478
KR4d0095	石門文字禪-宋-釋惠洪	187062	12325
KR4d0097	青山續集-宋-郭祥正	41351	6838
KR4d0098	畫墁集-宋-張舜民	22519	5896
KR4d0099	陶山集-宋-陸佃	64662	8775
KR4d0100	倚松詩集-宋-饒節	22350	4751
KR4d0101	長興集-宋-沈括	43255	7444
KR4d0102	西塘集-宋-鄭俠	68858	9113
KR4d0103	雲巢編-宋-沈遼	51250	8441
KR4d0104	景迂生集-宋-晁說之	173359	13901
KR4d0105	雞肋集-宋-晁補之	255013	15592
KR4d0106	樂圃餘藁-宋-朱長文	27036	6097
KR4d0108	雲溪居士集-宋-華鎭	124610	11589
KR4d0109	演山集-宋-黃裳	154933	11461
KR4d0110	姑溪居士前集-宋-李之儀	137044	11635
KR4d0111	潏水集-宋-李復	70122	10181
KR4d0112	道鄉集-宋-鄒浩	155993	12870
KR4d0113	學易集-宋-劉跂	41828	8134
KR4d0114	游廌山集-宋-游酢	30574	5588
KR4d0115	西臺集-宋-畢仲游	114408	10894
KR4d0116	樂靜集-宋-李昭玘	71341	9708
KR4d0117	北湖集-宋-吳則禮	23963	4751
KR4d0120	日涉園集-宋-李彭	41639	6210
KR4d0121	灌園集-宋-呂南公	84885	10057
KR4d0122	慶湖遺老詩集-宋-賀鑄	42412	6401
KR4d0123	摛文堂集-宋-慕容彥逢	85052	8510
KR4d0124	襄陵文集-宋-許翰	48333	7372
KR4d0125	浮沚集-宋-周行己	40697	7127
KR4d0126	東堂集-宋-毛滂	61325	9031
KR4d0127	給事集-宋-劉安上	23525	5288
KR4d0128	劉左史集-宋-劉安節	24149	5167
KR4d0129	竹隱畸士集-宋-趙鼎臣	71421	9935
KR4d0130	眉山集-宋-唐庚	62555	8918
KR4d0131	洪龜父集-宋-洪朋	9800	3239
KR4d0132	跨鼇集-宋-李新	105431	11780
KR4d0135	宗忠簡集-宋-宗澤	47598	7713
KR4d0136	龜山集-宋-楊時	165694	12651
KR4d0137	龜山先生語錄-宋-楊時	27897	5094
KR4d0138	梁谿集-宋-李綱	629761	17401
KR4d0139	初寮集-宋-王安中	77746	9397
KR4d0140	橫塘集-宋-許景衡	81169	9454
KR4d0141	西渡集-宋-洪炎	9048	3212
KR4d0142	老圃集-宋-洪芻	7888	2813
KR4d0143	丹陽集-宋-葛勝仲	126151	12318
KR4d0145	浮溪集-宋-汪藻	150016	12196
KR4d0146	浮溪文粹-宋-汪藻	42741	7619
KR4d0147	莊簡集-宋-李光	90266	10555
KR4d0148	忠正德文集-宋-趙鼎	58681	8381
KR4d0149	東窻集-宋-張擴	78530	7878
KR4d0150	忠惠集-宋-翟汝文	62680	8066
KR4d0151	松隱集-宋-曹勛	110472	11411
KR4d0152	建康集-宋-葉夢得	32441	6495
KR4d0153	簡齋集-宋-陳與義	35937	5828
KR4d0154	增廣箋註簡齋詩集-宋-	91242	9843
KR4d0155	簡齋詩外集-宋-	5931	2257
KR4d0156	北山集-宋-程俱	191564	14140
KR4d0157	檆溪居士集-宋-劉才卲	86685	9367
KR4d0158	筠谿集-宋-李彌遜	113292	11704
KR4d0159	華陽集-宋-張綱	116961	10273
KR4d0160	忠穆集-宋-呂頤浩	36237	6633
KR4d0161	紫微集-宋-張嵲	139844	12146
KR4d0162	苕溪集-宋-劉一止	125601	11574
KR4d0163	東牟集-宋-王洋	99583	11138
KR4d0164	相山集-宋-王之道	102340	11174
KR4d0165	三餘集-宋-黃彥平	13216	4509
KR4d0166	大隱集-宋-李正民	50286	7625
KR4d0167	龜谿集-宋-沈與求	69742	8555
KR4d0168	栟櫚集-宋-鄧肅	47302	7715
KR4d0169	默成文集-宋-潘良貴	7408	3053
KR4d0171	韋齋集-宋-朱松	53266	8386
KR4d0172	澹齋集-宋-李流謙	93714	10805
KR4d0173	陵陽集-宋-韓駒	18793	4650
KR4d0174	灊山集-宋-朱翌	22115	5278
KR4d0175	雲溪集-宋-郭印	40517	6722
KR4d0176	廬溪文集-宋-王庭珪	106056	11012
KR4d0177	屏山集-宋-劉子翬	71894	9616
KR4d0178	北海集-宋-綦崇禮	135102	10893
KR4d0179	鴻慶居士集-宋-孫覿	211506	13853
KR4d0180	內簡尺牘-宋-孫覿	76351	9961
KR4d0181	崧菴集-宋-李處權	27746	5761
KR4d0182	豫章文集-宋-羅從彥	141982	12631
KR4d0183	藏海居士集-宋-吳可	4038	1843
KR4d0184	和靖集-宋-尹焞	23658	4727
KR4d0185	王著作集-宋-王蘋	17563	4196
KR4d0186	郴江百詠-宋-阮閱	2869	1365
KR4d0188	少陽集-宋-陳東	20967	4709
KR4d0189	歐陽修撰集-宋-歐陽澈	43622	7415
KR4d0190	東溪集-宋-高登	13036	4098
KR4d0191	岳武穆遺文-宋-岳飛	5688	2273
KR4d0192	茶山集-宋-曾幾	28780	5418
KR4d0193	雪溪集-宋-王銍	12966	3452
KR4d0194	蘆川歸來集-宋-張元幹	40891	7261
KR4d0195	東萊詩集-宋-呂本中	67868	7393
KR4d0196	澹菴文集-宋-胡銓	40540	7061
KR4d0198	斐然集-宋-胡寅	235414	15073
KR4d0199	大隱居士詩集-宋-鄧深	11529	3507
KR4d0200	浮山集-宋-仲幷	44772	7277
KR4d0202	橫浦集-宋-張九成	62666	8923
KR4d0203	湖山集-宋-吳芾	58071	7037
KR4d0204	文定集-宋-汪應辰	103998	10476
KR4d0205	縉雲文集-宋-馮時行	31145	6566
KR4d0206	嵩山集-宋-晁公遡	117671	10856
KR4d0207	默堂集-宋-陳淵	110359	10618
KR4d0208	知稼翁集-宋-黃公廣	32312	6497
KR4d0209	唯室集-宋-陳長方	20393	5440
KR4d0210	漢濱集-宋-王之望	107183	11145
KR4d0211	香溪集-宋-范浚	87655	10097
KR4d0212	鄭忠肅奏議遺集-宋-鄭興裔	15348	4405
KR4d0214	竹軒雜著-宋-林季仲	26115	5999
KR4d0215	拙齋文集-宋-林之奇	73166	9825
KR4d0216	于湖集-宋-張孝祥	95489	10489
KR4d0217	太倉稊米集-宋-周紫芝	214059	14031
KR4d0218	夾漈遺稿-宋-鄭樵	10250	3657
KR4d0219	鄮峰眞隱漫錄-宋-史浩	174031	12710
KR4d0220	海陵集-宋-周麟之	86185	9438
KR4d0221	燕堂詩稿-宋-趙公豫	5010	2075
KR4d0222	竹洲集-宋-吳儆	39945	7444
KR4d0223	高峯文集-宋-廖剛	69264	9208
KR4d0224	羅鄂州小集-宋-羅願	42143	8121
KR4d0225	艾軒集-宋-林光朝	52770	8531
KR4d0226	晦菴集-宋-朱熹	1353706	18809
KR4d0228	雲山集-宋-王質	74966	10290
KR4d0229	梁谿遺稿-宋-尤袤	8916	3362
KR4d0230	方舟集-宋-李石	139429	12694
KR4d0231	網山集-宋-林亦之	25034	5263
KR4d0232	東萊集-宋-呂祖謙	217263	14335
KR4d0233	止齋集-宋-陳傅良	202527	12979
KR4d0234	格齋四六-宋-王子俊	21170	4494
KR4d0235	梅溪集-宋-王十朋	280225	14750
KR4d0236	香山集-宋-喻良能	44181	6704
KR4d0237	蒙隱集-宋-陳棣	12078	3595
KR4d0238	宮教集-宋-崔敦禮	48037	8136
KR4d0239	倪石陵書-宋-倪朴	11080	3498
KR4d0240	樂軒集-宋-陳藻	37378	7258
KR4d0241	定庵類稿-宋-衞博	34203	6615
KR4d0242	澹軒集-宋-李呂	28957	6684
KR4d0243	攻媿集-宋-樓鑰	592622	17843
KR4d0244	尊白堂集-宋-虞儔	58221	8236
KR4d0245	東塘集-宋-袁說友	118806	11590
KR4d0246	涉齋集-宋-許綸	53618	7238
KR4d0247	義豐集-宋-王阮	13256	4216
KR4d0248	蠹齋鉛刀編-宋-周孚	49321	8089
KR4d0250	雙溪類槀-宋-王炎	153365	12431
KR4d0251	止堂集-宋-彭龜年	72312	9089
KR4d0252	緣督集-宋-曾耒	107128	10879
KR4d0253	象山集-宋-陸九淵	184963	11408
KR4d0254	慈湖遺書-宋-楊簡	143951	10670
KR4d0255	絜齋集-宋-袁燮	150950	12241
KR4d0257	舒文靖集-宋-舒璘	26886	5283
KR4d0258	定齋集-宋-蔡戡	89588	10408
KR4d0259	九華集-宋-員興宗	97476	10703
KR4d0260	野處類藁-宋-洪邁	7967	2834
KR4d0261	盤洲文集-宋-洪适	266957	14583
KR4d0262	應齋雜著-宋-趙善括	29987	6652
KR4d0263	芸庵類藁-宋-李洪	31954	6748
KR4d0264	浪語集-宋-薛季宣	209560	14775
KR4d0265	石湖詩集-宋-范成大	105718	9576
KR4d0266	誠齋集-宋-楊萬里	621485	17961
KR4d0267	劎南詩槀-宋-陸游	444676	13115
KR4d0268	渭南文集-宋-陸游	180370	13719
KR4d0269	澗谷精選陸放翁詩集前集-宋-	38226	5560
KR4d0270	放翁詩選-宋-陸游	36548	5692
KR4d0271	金陸百詠-宋-曾極	4379	2018
KR4d0272	頤菴居士集-宋-劉應時	5053	2091
KR4d0273	水心集-宋-葉適	233590	13969
KR4d0275	南澗甲乙稿-宋-韓元吉	175679	13611
KR4d0276	自鳴集-宋-章甫	20044	4816
KR4d0277	客亭類稿-宋-楊冠卿	53159	8308
KR4d0278	石屏詩集-宋-戴復古	70521	7908
KR4d0279	蓬峯集-宋-史堯弼	53227	8220
KR4d0280	江湖長翁集-宋-陳造	241319	13831
KR4d0283	省齋集-宋-廖行之	65471	8960
KR4d0284	南軒集-宋-張栻	153322	11903
KR4d0285	勉齋集-宋-黃榦	227320	12646
KR4d0288	橘山四六-宋-李廷忠	209922	13603
KR4d0289	竹齋詩集-宋-裘萬頃	15081	4244
KR4d0290	後樂集-宋-衞涇	141665	11127
KR4d0291	華亭百詠-宋-許尚	2651	1375
KR4d0292	梅山續藁-宋-姜特立	38384	6557
KR4d0293	菊磵集-宋-高翥	11609	3370
KR4d0294	性善堂稿-宋-度正	54244	8620
KR4d0295	漫塘集-宋-劉宰	247094	13815
KR4d0296	克齋集-宋-陳文蔚	61349	8401
KR4d0298	二薇亭詩集-宋-徐璣	5197	1881
KR4d0301	瓜廬集-宋-薛師石	6036	2371
KR4d0302	洺水集-宋-程珌	124643	12267
KR4d0303	龍川集-宋-陳亮	136730	11129
KR4d0304	龍洲集-宋-劉過	27317	5993
KR4d0305	鶴山集-宋-魏了翁	566443	17761
KR4d0306	西山文集-宋-眞德秀	396315	15648
KR4d0307	方泉詩集-宋-周文璞	14496	4197
KR4d0308	東山詩選-宋-葛紹體	8204	2658
KR4d0309	白石道人詩集-宋-姜夔	21482	4682
KR4d0310	野谷詩稿-宋-趙汝鐩	17735	4156
KR4d0311	平齋集-宋-洪咨夔	209742	13585
KR4d0312	蒙齋集-宋-袁甫	110336	10663
KR4d0313	康範詩集-宋-汪晫	11074	3576
KR4d0315	鶴林集-宋-吳泳	176380	13655
KR4d0316	東澗集-宋-許應龍	76168	7614
KR4d0317	方是閒居士小稿-宋-劉學箕	26921	5915
KR4d0318	翠微南征錄-宋-華岳	25913	5153
KR4d0319	浣川集-宋-戴栩	38476	7429
KR4d0320	漁墅類稿-宋-陳元晉	35513	7117
KR4d0321	安晚堂集-宋-鄭清之	33642	4436
KR4d0322	滄洲塵罐編-宋-程公許	77636	9908
KR4d0323	四六標準-宋-李劉	702945	18799
KR4d0324	篔窗集-宋-陳耆卿	40135	7548
KR4d0325	友林乙稿-宋-史彌寧	8650	2783
KR4d0326	方壺存稿-宋-汪莘	9903	3300
KR4d0327	鐵菴集-宋-方大琮	84622	9933
KR4d0328	壺山四六-宋-闕名	14989	3974
KR4d0329	默齋遺稿-宋-游九言	10843	3659
KR4d0330	履齋遺稿-宋-吳潛	21615	5651
KR4d0331	三山鄭菊山先生淸雋集-宋-	24329	5399
KR4d0332	臞軒集-宋-王邁	115791	11478
KR4d0333	東野農歌集-宋-戴昺	7264	2574
KR4d0334	敝帚藁畧-宋-包恢	47097	7546
KR4d0335	清正存稿-宋-徐鹿卿	71691	9273
KR4d0336	寒松閣集-宋-詹初	9359	2845
KR4d0337	滄浪集-宋-嚴羽	16972	4492
KR4d0338	泠然齋詩集-宋-蘇泂	34995	6206
KR4d0340	後村集-宋-劉克莊	958738	20289
KR4d0341	先天集-宋-	30242	6200
KR4d0342	澗泉集-宋-韓淲	120955	9041
KR4d0343	矩山存稿-宋-徐經孫	26833	5986
KR4d0344	雪窗集-宋-孫夢觀	23779	5369
KR4d0345	文溪集-宋-李昴英	53289	8708
KR4d0346	庸齋集-宋-趙汝騰	31068	6431
KR4d0347	彝齋文編-宋-趙孟堅	31344	6427
KR4d0348	張氏拙軒集-宋-張侃	29931	6121
KR4d0349	玉楮集-宋-岳珂	26770	5859
KR4d0350	靈巖集-宋-唐士恥	48436	7529
KR4d0351	楳埜集-宋-徐元杰	91440	9987
KR4d0352	恥堂存稿-宋-高斯得	59397	9535
KR4d0353	秋崖集-宋-方岳	207364	13177
KR4d0355	蒙川遺稿-宋-劉黻	20510	5093
KR4d0356	雪磯叢稿-宋-樂雷發	9942	3330
KR4d0357	北礀集-宋-釋居簡	81516	9800
KR4d0358	西塍集-宋-宋伯仁	3730	1606
KR4d0359	梅屋集-宋-許棐	8096	2545
KR4d0360	孝詩-宋-林同	12205	3295
KR4d0361	字溪集-宋-陽枋	101277	10907
KR4d0362	勿齋集-宋-楊至質	14055	4002
KR4d0363	巽齋文集-宋-歐陽守道	105741	9987
KR4d0364	雪坡集-宋-姚勉	158568	12929
KR4d0365	文山集-宋-文天祥	243818	14419
KR4d0366	文信國集杜詩-宋-文天祥	13839	3554
KR4d0367	叠山集-宋-謝枋得	38266	7333
KR4d0368	本堂集-宋-陳著	226899	13113
KR4d0369	端平詩雋-宋-周弼	10093	3041
KR4d0370	竹溪鬳齋十一藁續集-宋-林希逸	142989	12717
KR4d0371	魯齋集-宋-王柏	128898	12113
KR4d0372	潛山集-宋-釋文珦	42253	6618
KR4d0373	蕭氷厓詩集拾遺-宋-	22342	4517
KR4d0374	須溪集-宋-劉辰翁	108609	10783
KR4d0376	葦航漫游稿-宋-胡仲弓	20372	4501
KR4d0377	蘭臯集-宋-吳錫疇	6339	2339
KR4d0378	雲泉詩-宋-薛嵎	10726	3031
KR4d0379	嘉禾百咏-宋-張堯同	5788	2118
KR4d0380	柳塘外集-宋-釋道璨	28049	5859
KR4d0381	碧梧玩芳集-宋-馬廷鸞	81013	9728
KR4d0382	四明文獻集-宋-王應麟	46673	7023
KR4d0384	閬風集-宋-舒岳祥	53417	7997
KR4d0385	北遊集-宋-汪夢斗	10237	3219
KR4d0386	秋堂集-宋-柴望	7530	3006
KR4d0387	蛟峯文集-宋-方逢辰	60089	9198
KR4d0389	牟氏陵陽集-宋-牟巘	99988	11267
KR4d0393	梅巖文集-宋-胡次焱	28510	6352
KR4d0394	四如集-宋-黃仲元	55369	8268
KR4d0395	霽山文集-宋-林景熙	33553	6618
KR4d0396	勿軒集-宋-熊禾	34492	6971
KR4d0397	古梅遺稿-宋-吳龍翰	11098	3547
KR4d0398	佩韋齋集-宋-兪德鄰	74283	10751
KR4d0400	西湖百詠-宋-董嗣杲	15247	3508
KR4d0401	則堂集-宋-家鉉翁	41761	6601
KR4d0402	富山遺稿-宋-方夔	32758	6129
KR4d0403	眞山民集-宋-眞桂芳	5622	1994
KR4d0404	百正集-宋-連文鳳	9498	3382
KR4d0405	月洞吟-宋-王鎡	3299	1432
KR4d0406	伯牙琴-宋-鄧牧	9404	3138
KR4d0407	存雅堂遺稿-宋-方鳳	14988	4311
KR4d0408	吾汶藁-宋-王炎午	30722	5935
KR4d0409	在軒集-宋-黃公紹	10726	3501
KR4d0410	紫巖詩選-宋-于石	12752	3685
KR4d0411	九華詩集-宋-陳巖	10819	2950
KR4d0413	自堂存藁-宋-陳杰	17057	4421
KR4d0414	仁山文集-宋-金履祥	22056	5182
KR4d0415	心泉學詩稿-宋-蒲壽宬	14802	4137
KR4d0416	拙軒集-金-王寂	22667	5817
KR4d0417	滏水集-金-趙秉文	84026	10596
KR4d0418	滹南集-金-王若虛	101549	10384
KR4d0419	莊靖集-金-李俊民	58113	8383
KR4d0420	遺山集-金-元好問	227195	14319
KR4d0421	湛然居士集-元-耶律楚材	62867	8393
KR4d0422	藏春集-元-劉秉忠	24577	5141
KR4d0423	淮陽集-元-張弘範	6418	2301
KR4d0424	陵川集-元-郝經	215180	14134
KR4d0425	歸田類稿-元-張養浩	88912	10685
KR4d0427	稼村類藁-元-王義山	96574	10335
KR4d0428	桐江續集-元-方回	232100	14874
KR4d0429	野趣有聲畫-元-楊公遠	19609	3954
KR4d0430	月屋漫稿-元-黃庚	17713	3941
KR4d0431	剡源文集-元-戴表元	182770	12728
KR4d0432	剩語-元-艾性夫	13030	3679
KR4d0433	養蒙文集-元-張伯淳	41310	7152
KR4d0434	牆東類稿-元-陸文圭	126373	12850
KR4d0437	水雲村槀-元-劉壎	82642	10177
KR4d0438	巴西集-元-鄧文原	35703	6529
KR4d0439	屏巖小稿-元-張觀光	17356	3823
KR4d0440	玉斗山人集-元-王奕	13611	4024
KR4d0441	谷響集-元-釋善住	29243	4586
KR4d0442	竹素山房詩集-元-吾丘衍	12931	3553
KR4d0443	紫山大全集-元-胡祗遹	220288	14003
KR4d0444	松鄉集-元-任士林	50394	8240
KR4d0445	松雪齋集-元-趙孟頫	78354	10263
KR4d0446	吳文正集-元-吳澄	424123	16591
KR4d0447	金淵集-元-仇遠	24527	5061
KR4d0448	山村遺集-元-仇遠	9418	3063
KR4d0449	湛淵集-元-白珽	9772	3637
KR4d0450	牧潛集-元-釋圓至	22637	5409
KR4d0451	小亨集-元-楊弘道	24969	6301
KR4d0452	還山遺稿-元-楊奐	23947	6073
KR4d0453	魯齋遺書-元-許衡	89031	9467
KR4d0454	靜修集-元-劉因	68283	8575
KR4d0455	青崖集-元-魏初	41756	7866
KR4d0456	養吾齋集-元-劉將孫	146171	12176
KR4d0457	存悔齋稿-元-龔璛	12214	3726
KR4d0458	雙溪醉隱集-元-耶律鑄	60200	8196
KR4d0459	東庵集-元-滕安上	15101	4491
KR4d0460	白雲集-元-許謙	34858	7005
KR4d0461	畏齋集-元-程端禮	43518	7840
KR4d0462	默庵集-元-安熙	11861	3725
KR4d0463	雲峯集-元-胡炳文	28981	5987
KR4d0464	秋澗集-元-王惲	590276	18983
KR4d0465	牧庵集-元-姚燧	187448	12697
KR4d0466	雪樓集-元-程鉅夫	212298	14586
KR4d0467	曹文貞公詩集-元-曹伯啟	27207	5803
KR4d0468	芳谷集-元-徐明善	33523	6173
KR4d0469	陳剛中詩集-元-陳孚	25191	6036
KR4d0470	秋巖詩集-元-陳宜甫	7715	2812
KR4d0471	玉井樵唱-元-尹廷高	12353	3445
KR4d0472	蘭軒集-元-王旭	67617	9105
KR4d0473	清容居士集-元-袁桷	319583	15999
KR4d0474	此山詩集-元-周權	21358	4781
KR4d0475	霞外詩集-元-馬臻	45648	6293
KR4d0476	申齋集-元-劉岳申	87329	9634
KR4d0478	蒲室集-元-釋大訢	54102	8498
KR4d0479	弁山小隱吟錄-元-黃玠	24361	5608
KR4d0480	續軒渠集-元-洪希文	46708	8553
KR4d0481	定宇集-元-陳櫟	136863	11640
KR4d0482	艮齋詩集-元-侯克中	25394	5395
KR4d0483	知非堂稿-元-何中	28264	5306
KR4d0485	梅花字字香-元-郭豫亨	7037	2059
KR4d0486	中庵集-元-劉敏中	91595	10611
KR4d0488	靜春堂詩集-元-袁易	12011	3409
KR4d0489	惟實集-元-劉鶚	35558	6972
KR4d0490	勤齋集-元-蕭㪺	35001	7311
KR4d0491	石田文集-元-馬祖常	88274	10835
KR4d0492	榘菴集-元-同恕	68150	9125
KR4d0493	道園學古錄-元-虞集	333148	15554
KR4d0494	道園遺稿-元-虞集	41125	6884
KR4d0495	楊仲弘集-元-楊戴	27229	5533
KR4d0496	范德機詩集-元-范梈	33566	5934
KR4d0497	文安集-元-揭傒斯	77546	10078
KR4d0498	翠寒集-元-宋無	12905	3884
KR4d0499	檜亭集-元-丁復	23605	5515
KR4d0500	伊濱集-元-王沂	90913	11080
KR4d0501	淵穎集-元-吳萊	107831	12309
KR4d0502	文獻集-元-黃溍	210354	14035
KR4d0503	金華黃先生文集-元-	355982	15953
KR4d0504	圭齋文集-元-歐陽玄	93727	10854
KR4d0505	待制集-元-柳貫	182328	13842
KR4d0506	所安遺集-元-陳泰	10185	3472
KR4d0507	閑居叢稿-元-蒲道源	90015	10615
KR4d0508	至正集-元-許有壬	253233	15304
KR4d0509	圭塘小藁-元-許有壬	67752	9939
KR4d0510	禮部集-元-吳師道	137624	12251
KR4d0511	積齋集-元-程端學	25090	5905
KR4d0512	燕石集-元-宋褧	69763	10020
KR4d0514	雁門集-元-薩都拉	38331	5514
KR4d0515	杏庭摘槀-元-洪焱祖	5956	2702
KR4d0516	安雅堂集-元-陳旅	68784	9348
KR4d0518	瓢泉吟稿-元-朱晞顏	23866	6094
KR4d0519	薩天錫詩集-元-	30072	5006
KR4d0520	存復齋文集-元-	50906	8589
KR4d0521	筠軒集-元-唐元	75331	9809
KR4d0523	滋溪文稿-元-蘇天爵	162524	11531
KR4d0524	青陽集-元-余闕	30530	6433
KR4d0525	鯨背吟集-元-朱晞顏	1269	762
KR4d0526	經濟文集-元-李士瞻	32965	6466
KR4d0528	純白齋類稿-元-胡助	52421	8145
KR4d0529	圭峯集-元-盧琦	32390	6615
KR4d0530	蜕菴集-元-張翥	38908	6535
KR4d0532	野處集-元-邵亨貞	18909	4915
KR4d0533	夢觀集-元-釋大圭	12375	3517
KR4d0534	金臺集-元-納延	20575	5183
KR4d0535	子淵詩集-元-張仲深	20132	4900
KR4d0536	午溪集-元-陳鎰	25226	4746
KR4d0538	栲栳山人詩集-元-岑安卿	13819	4254
KR4d0539	梅花道人遺墨-元-吳鎭	5513	2338
KR4d0540	玩齋集-元-貢師泰	104906	11676
KR4d0541	羽庭集-元-劉仁本	52676	8769
KR4d0542	不繫舟漁集-元-陳高	60999	8999
KR4d0543	居竹軒詩集-元-成廷珪	30811	5728
KR4d0544	句曲外史集-元-張雨	27231	5844
KR4d0545	僑吳集-元-鄭元祐	91980	10795
KR4d0546	詠物詩-元-謝宗可	5983	2060
KR4d0547	鹿皮子集-元-陳樵	26389	5224
KR4d0548	林外野言-元-郭翼	9455	3087
KR4d0549	傲軒吟稿-元-胡天游	9126	3362
KR4d0551	友石山人遺稿-元-王翰	4769	1958
KR4d0552	聞過齋集-元-吳海	48174	7759
KR4d0553	學言稿-元-吳當	26778	5454
KR4d0556	青村遺稿-元-金涓	7124	2498
KR4d0557	鶴年詩集-元-丁鶴年	22523	5172
KR4d0558	貞素齋集-元-舒頔	59620	9196
KR4d0559	一山文集-元-李繼本	50189	8110
KR4d0560	江月松風集-元-錢惟善	23700	5120
KR4d0561	龜巢稿-元-謝應芳	221428	13750
KR4d0562	石初集-元-周霆震	33712	6832
KR4d0563	山窗餘稿-元-甘復	12707	3430
KR4d0564	梧溪集-元-王逢	129773	12088
KR4d0565	吾吾類稿-元-吳臯	18802	4493
KR4d0566	樵雲獨唱-元-葉顒	32438	5416
KR4d0567	桐山老農集-元-魯貞	14100	4301
KR4d0568	靜思集-元-郭鈺	40658	5991
KR4d0569	九靈山房集-元-戴良	163347	12633
KR4d0570	灤京雜咏-元-楊允孚	4206	1823
KR4d0571	雲陽集-元-李祁	58911	8531
KR4d0573	佩玉齋類藁-元-楊翮	34946	5927
KR4d0574	玉山璞稿-元-顧瑛	10115	3304
KR4d0575	倪雲林先生詩集-元-	42933	6079
KR4d0576	清閟閣全集-元-倪瓚	82537	8773
KR4d0577	麟原文集-元-王禮	96379	10639
KR4d0578	來鶴亭集-元-呂誠	18476	4592
KR4d0579	雲松巢集-元-朱希晦	10452	3328
KR4d0580	環谷集-元-汪克寬	37600	7701
KR4d0581	性情集-元-周巽	16929	3929
KR4d0582	花谿集-元-沈夢麟	28619	5877
KR4d0583	樗隱集-元-胡行簡	20994	5067
KR4d0584	東山存稿-元-趙汸	99164	10681
KR4d0585	東維子集-元-楊維楨	173363	12695
KR4d0586	鐵崖古樂府-元-楊維楨	40267	6895
KR4d0587	復古詩集-元-楊維楨	6315	2308
KR4d0588	蟻術詩選-元-	39893	5755
KR4d0589	麗則遺音-元-楊維楨	17957	4855
KR4d0590	夷白齋稿-元-陳基	118007	11308
KR4d0591	庸菴集-元-宋禧	41257	6632
KR4d0592	可閒老人集-元-張昱	47040	7128
